,Family_History_Treatment,Imm_reason_text,Immigration-Treatmen,Partisan priming,Coerced,Family1_vs_NoFamily0,Slavery1_vs_NoSlavery0,Negative-1_Neutral0_Positive1,Native1_vs_NoNative0,Nonsense
2328,1,Two brothers arrived at the United States after being deported from Italy.,My great-grandparents' generation,0,0,1,0,0,0,0
2329,1,Hugs ya kisses ya ya,My parents' generation,0,0,0,0,0,0,1
2330,1,to start a new life and business and just to live here,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
2333,1,better opportunities,My parents' generation,0,0,0,0,1,0,0
2338,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2340,1,to make more money in the jobs,My great-grandparents' generation,0,0,0,0,1,0,0
2342,1,However You have to get the job done and we can do it at the,My generation,0,0,0,0,0,0,0
2344,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2345,1,to start a new life and bring money back home to their family and form a better way of life in the American Dream and for their future kids and family,My parents' generation,0,0,0,0,1,0,0
2347,1,"they came here to work. also for a better life, to have a family as well.",My grandparents' generation,0,0,0,0,1,0,0
2349,1,"to seek a better life, more opportunity, freedom, escape from repression and the Holocaust.",My grandparents' generation,0,0,1,0,0,0,0
2351,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2355,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2357,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2358,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2360,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2362,1,Because jobs,My great-grandparents' generation,0,0,0,0,1,0,0
2363,1,For a better outcome and journey.,My parents' generation,0,0,0,0,1,0,0
2365,1,refugees after the Vietnam War,My parents' generation,0,0,1,0,0,0,0
2366,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2370,1,To have a better life,My grandparents' generation,0,0,0,0,1,0,0
2371,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2373,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2377,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2379,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2380,1,Good,My generation,0,0,0,0,0,0,0
2381,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2382,1,They were brought here as slaves from Africa,My great-grandparents' generation,0,1,1,1,-1,0,0
2386,1,For a better life,My grandparents' generation,0,0,0,0,1,0,0
2388,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2389,1,TO WORK ANF HAVE A BETTER LIFE IN THE USA,My parents' generation,0,0,0,0,1,0,0
2391,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2393,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2395,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2402,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2403,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2407,1,yes,My generation,0,0,0,0,0,0,0
2408,1,My father got a job opportunity in the states.,My parents' generation,0,0,1,0,0,0,0
2412,1,they arrived here for job.,My generation,0,0,0,0,0,0,0
2414,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2415,1,because people in US always care for each other,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
2417,1,Have a great day and I will be back in the,My generation,0,0,0,0,0,0,0
2418,1,In search of better life.,My parents' generation,0,0,0,0,1,0,0
2420,1,to have a better life,My grandparents' generation,0,0,0,0,1,0,0
2423,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2424,1,Because most came from my grandparents generation and my parents generation.,My parents' generation,0,0,1,0,0,0,0
2427,1,To thrive.,My parents' generation,0,0,0,0,1,0,0
2431,1,There were a couple reasons. There was religious persecution and at the same time the US was encouraging people from other countries to come and farm their land.,My great-grandparents' generation,0,0,1,0,0,0,0
2432,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2433,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2434,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2437,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2438,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2439,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2442,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2444,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2445,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2447,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2448,1,American Dream,My great-grandparents' generation,0,0,0,0,1,0,0
2451,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2452,1,Don't know,My generation,0,0,0,0,0,0,0
2456,1,yes,My generation,0,0,0,0,0,0,0
2457,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2458,1,To escape the Nazi's,My grandparents' generation,0,0,1,0,-1,0,0
2459,1,Come to this due to the slave trade from Africa.,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2461,1,they come to make money and bisnese,My grandparents' generation,0,0,0,0,1,0,0
2462,1,"my family was one of many that arrived at ellis island. they sought a better life, better opportunities.",My great-great-grandparents' generation or earlier,0,0,1,0,1,0,0
2466,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2469,1,For service,My parents' generation,0,0,0,0,0,0,0
2471,1,To start a new life and live on their own without the need of a government to burden them or control them.,My great-great-grandparents' generation or earlier,1,0,0,0,1,0,0
2473,1,They were born here,My parents' generation,0,0,1,0,0,1,0
2474,1,to escape poverty at the time. to have better opportunities for their children and themselves.,My parents' generation,0,0,0,0,1,0,0
2476,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2478,1,To Get better life,My generation,0,0,0,0,1,0,0
2479,1,Slavery 😐,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2480,1,My family came to the United States to flee persecution.,My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
2481,1,They came to work.,My generation,0,0,0,0,0,0,0
2482,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2483,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2485,1,EWQEWQEWQ,My grandparents' generation,0,0,0,0,0,0,1
2487,1,because i born here,My generation,0,0,1,0,0,1,0
2489,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2490,1,for a better life.,My generation,0,0,0,0,1,0,0
2493,1,offered work by extended family,My great-grandparents' generation,0,0,1,0,0,0,0
2494,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2495,1,...,My parents' generation,0,0,0,0,0,0,1
2497,1,for greener pasture,My grandparents' generation,0,0,0,0,1,0,0
2498,1,Better Jobs,My parents' generation,0,0,0,0,1,0,0
2499,1,"B iwas born here and morw cheep, pejoldt",My great-great-grandparents' generation or earlier,0,0,1,0,0,1,0
2500,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2502,1,Mom married American,My parents' generation,0,0,1,0,0,0,0
2505,1,Ugh,My grandparents' generation,0,0,0,0,0,0,1
2507,1,This one I just don't know that's why,My grandparents' generation,0,0,0,0,0,0,0
2509,1,Job opportunities.,My parents' generation,0,0,0,0,1,0,0
2512,1,"Married a citezen
",My grandparents' generation,0,0,1,0,0,0,0
2513,1,they were boring here,My generation,0,0,1,0,0,1,0
2514,1,My family came for employment opportunities,My parents' generation,0,0,1,0,1,0,0
2516,1,to live and have a better life,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
2517,1,They came in search of a better life.,My generation,0,0,0,0,1,0,0
2518,1,Too much crime and not enough opportunities for my family. America had better options amd was much safer.,My grandparents' generation,0,0,1,0,1,0,0
2522,1,N/A,My generation,na,0,0,0,0,0,0
2523,1,To have a work and better future.,My parents' generation,0,0,0,0,1,0,0
2527,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2528,1,For a better life and to start a family,My generation,0,0,0,0,1,0,0
2529,1,"Because us have better stuff
",My generation,0,0,0,0,1,0,0
2531,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2532,1,Because they love the freedom,My generation,0,0,0,0,1,0,0
2534,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2536,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2539,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2540,1,They came to the U.S. LEGALLY for better opportunities.,My grandparents' generation,1,0,0,0,1,0,0
2543,1,"On my father's side, my family immigrated in the mid 1800s to escape the Irish potato famine. On my mother's side, the same is true of our Irish ancestors, and our German ancestors immigrated in the early 1900s as indentured servants when their ""bosses"" immigrated to the US.",My great-great-grandparents' generation or earlier,0,0,1,0,0,0,0
2544,1,My great grandfather needed money to support his family.,My grandparents' generation,0,0,1,0,1,0,0
2546,1,It's split. Some were part of the Cherokee nation. The German side escaped persecution during WW1. And the Irish/English side came for the promise of a better life.,My great-great-grandparents' generation or earlier,0,0,1,0,1,1,0
2548,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2550,1,better jobs,My great-grandparents' generation,0,0,0,0,1,0,0
2553,1,Slavery.,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2557,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2562,1,to start a new life,My grandparents' generation,0,0,0,0,1,0,0
2564,1,THEY CAME SEEKING A NEW LIFE AND NEW WORK.,My grandparents' generation,0,0,0,0,1,0,0
2566,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2570,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2571,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2572,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2574,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2577,1,my family came to the united state to escape oppression.,My grandparents' generation,0,0,0,0,-1,0,0
2578,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2579,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2582,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2585,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2587,1,to find work,My parents' generation,0,0,0,0,1,0,0
2589,1,To go to college,My generation,0,0,0,0,0,0,0
2590,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2594,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2595,1,It’s better,My generation,0,0,0,0,0,0,0
2599,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2600,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2601,1,potato famine,My great-grandparents' generation,0,0,1,0,-1,0,0
2602,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2604,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2605,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2607,1,NA,My generation,na,na,NA,NA,NA,NA,NA
2609,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2610,1,they were seeking a better life,My grandparents' generation,0,0,0,0,1,0,0
2613,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2614,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2617,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2618,1,For more opportunities. For a better life,My grandparents' generation,0,0,0,0,1,0,0
2620,1,To seek a better life.,My grandparents' generation,0,0,0,0,1,0,0
2623,1,n/a,My parents' generation,na,0,0,0,0,0,0
2624,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2626,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2627,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2628,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2629,1,Hugenot persecution,My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
2631,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2633,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2634,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2635,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2636,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2637,1,they were kidnapped from Africa and brought to America to be slaves.,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2639,1,Better land opportunity,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
2640,1,My family came to have a better life,My grandparents' generation,0,0,1,0,1,0,0
2642,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2643,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2644,1,to get education,My generation,0,0,0,0,0,0,0
2647,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2649,1,"BROUGHT HERE ON BOATS, WAS KIDNAPPED FROM THEIR OWN NATIVE LAND",My great-great-grandparents' generation or earlier,0,0,1,1,-1,0,0
2652,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2655,1,"Both of my parents cane from different Countries and they did the drill to get into the USA.  They were looking for freedom and opportunity and knew they had to support themselves from day one and did so.  They never wanted or expected anyone to give them anything. My grandmother, also an immigrant,  always said "" it is a free Country, you are free to do without"".   That is called freedom and opportunity.",My parents' generation,1,0,1,0,1,0,0
2659,1,To achieve master degree in Computers and  work on challenging IT projects,My generation,0,0,1,0,1,0,0
2660,1,Because they wanted tin,My generation,0,0,0,0,0,0,0
2661,1,to move from the coutry they were in,My great-great-grandparents' generation or earlier,0,0,0,0,0,0,0
2663,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2666,1,England,My grandparents' generation,0,0,1,0,0,0,0
2668,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2669,1,To seek a better life.,My grandparents' generation,0,0,0,0,0,0,0
2671,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2672,1,to come to America to make a better life and earn more money,My grandparents' generation,0,0,0,0,1,0,0
2673,1,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2675,1,They were seeking a safer place that gave more opportunities to raise a family that did not require only physical labor.,My grandparents' generation,0,0,1,0,1,0,0
2676,1,very good,My generation,0,0,0,0,0,0,0
2679,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2681,1,Not my family but I came US for the advanced degree.  Too much to learn.,My generation,0,0,1,0,1,0,0
2682,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2684,1,too escape pogroms,My grandparents' generation,0,0,1,0,-1,0,0
2685,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2687,1,Freedom,My parents' generation,0,0,0,0,1,0,0
2690,1,For a better life,My grandparents' generation,0,0,0,0,1,0,0
2691,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2692,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2697,1,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2699,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2700,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2702,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2703,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2705,1,To escape terrible winters in Russia and Poland.,My great-grandparents' generation,0,0,1,0,-1,0,0
2706,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2707,1,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2708,1,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
